trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,dwt___72,72,75,0.02934,11,0.67287,4,1,9,72
2,dwt___72,72,75,0.02934,10,0.82039,4,1,9,72
3,dwt___72,72,75,0.02934,11,0.59946,4,1,9,72
4,dwt___72,72,75,0.02934,11,1.07309,4,1,9,72
5,dwt___72,72,75,0.02934,11,0.76752,4,1,9,72
6,dwt___72,72,75,0.02934,10,1.02784,4,1,9,72
7,dwt___72,72,75,0.02934,11,0.67889,4,1,9,72
8,dwt___72,72,75,0.02934,11,0.67419,4,1,9,72
9,dwt___72,72,75,0.02934,11,0.60138,4,1,9,72
10,dwt___72,72,75,0.02934,11,0.65503,4,1,9,72
11,dwt___72,72,75,0.02934,11,0.62631,4,1,9,72
12,dwt___72,72,75,0.02934,12,0.65383,4,1,9,72
13,dwt___72,72,75,0.02934,11,0.64153,4,1,9,72
14,dwt___72,72,75,0.02934,10,0.66451,4,1,9,72
15,dwt___72,72,75,0.02934,11,0.58909,4,1,9,72
16,dwt___72,72,75,0.02934,10,0.62389,4,1,9,72
17,dwt___72,72,75,0.02934,10,1.06555,4,1,9,72
18,dwt___72,72,75,0.02934,11,0.61929,4,1,9,72
19,dwt___72,72,75,0.02934,10,0.63342,4,1,9,72
20,dwt___72,72,75,0.02934,10,0.59059,4,1,9,72
21,dwt___72,72,75,0.02934,10,1.25722,4,1,9,72
22,dwt___72,72,75,0.02934,11,0.57801,4,1,9,72
23,dwt___72,72,75,0.02934,10,0.59130,4,1,9,72
24,dwt___72,72,75,0.02934,11,0.59768,4,1,9,72
25,dwt___72,72,75,0.02934,11,0.59842,4,1,9,72
26,dwt___72,72,75,0.02934,10,0.62615,4,1,9,72
27,dwt___72,72,75,0.02934,11,0.54271,4,1,9,72
28,dwt___72,72,75,0.02934,10,0.57899,4,1,9,72
29,dwt___72,72,75,0.02934,10,0.98003,4,1,9,72
30,dwt___72,72,75,0.02934,11,0.63986,4,1,9,72
