trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,bcspwr04,274,669,0.01789,42,97.50320,15,1,31,3405
2,bcspwr04,274,669,0.01789,43,58.69348,15,1,31,3405
3,bcspwr04,274,669,0.01789,44,58.66096,15,1,31,3405
4,bcspwr04,274,669,0.01789,43,85.82529,15,1,31,3405
5,bcspwr04,274,669,0.01789,43,66.18123,15,1,31,3405
6,bcspwr04,274,669,0.01789,44,25.57905,15,1,31,3405
7,bcspwr04,274,669,0.01789,43,27.44477,15,1,31,3405
8,bcspwr04,274,669,0.01789,43,23.82943,15,1,31,3405
9,bcspwr04,274,669,0.01789,42,39.94355,15,1,31,3405
10,bcspwr04,274,669,0.01789,43,18.92076,15,1,31,3405
11,bcspwr04,274,669,0.01789,43,20.98142,15,1,31,3405
12,bcspwr04,274,669,0.01789,42,34.53090,15,1,31,3405
13,bcspwr04,274,669,0.01789,43,20.41630,15,1,31,3405
14,bcspwr04,274,669,0.01789,44,24.57336,15,1,31,3405
15,bcspwr04,274,669,0.01789,44,18.25559,15,1,31,3405
16,bcspwr04,274,669,0.01789,44,18.35273,15,1,31,3405
17,bcspwr04,274,669,0.01789,44,24.24149,15,1,31,3405
18,bcspwr04,274,669,0.01789,43,22.58775,15,1,31,3405
19,bcspwr04,274,669,0.01789,42,23.94821,15,1,31,3405
20,bcspwr04,274,669,0.01789,43,36.58586,15,1,31,3405
21,bcspwr04,274,669,0.01789,44,19.23626,15,1,31,3405
22,bcspwr04,274,669,0.01789,44,18.85066,15,1,31,3405
23,bcspwr04,274,669,0.01789,43,20.28355,15,1,31,3405
24,bcspwr04,274,669,0.01789,43,19.87939,15,1,31,3405
25,bcspwr04,274,669,0.01789,43,21.24507,15,1,31,3405
26,bcspwr04,274,669,0.01789,43,26.39154,15,1,31,3405
27,bcspwr04,274,669,0.01789,44,26.50289,15,1,31,3405
28,bcspwr04,274,669,0.01789,43,19.30870,15,1,31,3405
29,bcspwr04,274,669,0.01789,43,34.30050,15,1,31,3405
30,bcspwr04,274,669,0.01789,44,20.20773,15,1,31,3405
