trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,can___62,62,78,0.04125,16,0.93158,6,1,13,228
2,can___62,62,78,0.04125,16,0.65152,6,1,13,228
3,can___62,62,78,0.04125,14,1.57466,6,1,13,228
4,can___62,62,78,0.04125,16,0.71135,6,1,13,228
5,can___62,62,78,0.04125,15,0.81603,6,1,13,228
6,can___62,62,78,0.04125,16,0.77326,6,1,13,228
7,can___62,62,78,0.04125,16,0.63253,6,1,13,228
8,can___62,62,78,0.04125,16,0.68489,6,1,13,228
9,can___62,62,78,0.04125,16,0.78190,6,1,13,228
10,can___62,62,78,0.04125,16,0.68028,6,1,13,228
11,can___62,62,78,0.04125,16,0.97351,6,1,13,228
12,can___62,62,78,0.04125,15,0.63762,6,1,13,228
13,can___62,62,78,0.04125,16,1.15902,6,1,13,228
14,can___62,62,78,0.04125,16,0.64691,6,1,13,228
15,can___62,62,78,0.04125,15,0.94189,6,1,13,228
16,can___62,62,78,0.04125,15,0.78858,6,1,13,228
17,can___62,62,78,0.04125,15,0.84254,6,1,13,228
18,can___62,62,78,0.04125,15,1.07915,6,1,13,228
19,can___62,62,78,0.04125,15,0.94584,6,1,13,228
20,can___62,62,78,0.04125,16,0.72457,6,1,13,228
21,can___62,62,78,0.04125,15,0.84711,6,1,13,228
22,can___62,62,78,0.04125,16,0.67261,6,1,13,228
23,can___62,62,78,0.04125,15,0.63673,6,1,13,228
24,can___62,62,78,0.04125,17,0.61768,6,1,13,228
25,can___62,62,78,0.04125,15,0.67579,6,1,13,228
26,can___62,62,78,0.04125,16,0.65246,6,1,13,228
27,can___62,62,78,0.04125,16,0.65979,6,1,13,228
28,can___62,62,78,0.04125,16,0.65166,6,1,13,228
29,can___62,62,78,0.04125,16,0.68379,6,1,13,228
30,can___62,62,78,0.04125,16,0.66540,6,1,13,228
