trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,can___61,61,248,0.13552,54,6.77130,24,4,49,13872
2,can___61,61,248,0.13552,55,10.46544,24,4,49,13872
3,can___61,61,248,0.13552,55,5.14950,24,4,49,13872
4,can___61,61,248,0.13552,54,6.31974,24,4,49,13872
5,can___61,61,248,0.13552,55,6.87738,24,4,49,13872
6,can___61,61,248,0.13552,53,10.17709,24,4,49,13872
7,can___61,61,248,0.13552,54,5.99071,24,4,49,13872
8,can___61,61,248,0.13552,56,5.69430,24,4,49,13872
9,can___61,61,248,0.13552,54,11.74082,24,4,49,13872
10,can___61,61,248,0.13552,54,7.54089,24,4,49,13872
11,can___61,61,248,0.13552,56,6.33209,24,4,49,13872
12,can___61,61,248,0.13552,53,7.84963,24,4,49,13872
13,can___61,61,248,0.13552,55,4.99520,24,4,49,13872
14,can___61,61,248,0.13552,54,6.50334,24,4,49,13872
15,can___61,61,248,0.13552,56,5.83898,24,4,49,13872
16,can___61,61,248,0.13552,53,11.73671,24,4,49,13872
17,can___61,61,248,0.13552,57,5.12520,24,4,49,13872
18,can___61,61,248,0.13552,53,10.93944,24,4,49,13872
19,can___61,61,248,0.13552,55,6.89104,24,4,49,13872
20,can___61,61,248,0.13552,53,8.76988,24,4,49,13872
21,can___61,61,248,0.13552,54,7.30631,24,4,49,13872
22,can___61,61,248,0.13552,54,11.66979,24,4,49,13872
23,can___61,61,248,0.13552,55,5.39783,24,4,49,13872
24,can___61,61,248,0.13552,56,9.30843,24,4,49,13872
25,can___61,61,248,0.13552,53,8.25726,24,4,49,13872
26,can___61,61,248,0.13552,59,5.88520,24,4,49,13872
27,can___61,61,248,0.13552,55,6.05219,24,4,49,13872
28,can___61,61,248,0.13552,54,6.31252,24,4,49,13872
29,can___61,61,248,0.13552,54,8.80496,24,4,49,13872
30,can___61,61,248,0.13552,52,13.14045,24,4,49,13872
