trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,dwt___59,59,104,0.06078,19,0.95765,5,1,11,135
2,dwt___59,59,104,0.06078,18,0.92365,5,1,11,135
3,dwt___59,59,104,0.06078,18,0.99837,5,1,11,135
4,dwt___59,59,104,0.06078,18,1.04205,5,1,11,135
5,dwt___59,59,104,0.06078,17,0.82397,5,1,11,135
6,dwt___59,59,104,0.06078,17,0.91649,5,1,11,135
7,dwt___59,59,104,0.06078,17,0.89690,5,1,11,135
8,dwt___59,59,104,0.06078,18,0.90328,5,1,11,135
9,dwt___59,59,104,0.06078,18,1.05452,5,1,11,135
10,dwt___59,59,104,0.06078,18,0.82643,5,1,11,135
11,dwt___59,59,104,0.06078,17,0.80386,5,1,11,135
12,dwt___59,59,104,0.06078,18,0.81744,5,1,11,135
13,dwt___59,59,104,0.06078,17,0.85036,5,1,11,135
14,dwt___59,59,104,0.06078,19,0.80010,5,1,11,135
15,dwt___59,59,104,0.06078,17,1.23996,5,1,11,135
16,dwt___59,59,104,0.06078,17,1.11670,5,1,11,135
17,dwt___59,59,104,0.06078,18,1.06099,5,1,11,135
18,dwt___59,59,104,0.06078,17,1.47786,5,1,11,135
19,dwt___59,59,104,0.06078,18,0.86183,5,1,11,135
20,dwt___59,59,104,0.06078,18,0.90769,5,1,11,135
21,dwt___59,59,104,0.06078,18,0.84936,5,1,11,135
22,dwt___59,59,104,0.06078,17,1.18018,5,1,11,135
23,dwt___59,59,104,0.06078,18,0.93296,5,1,11,135
24,dwt___59,59,104,0.06078,16,2.01464,5,1,11,135
25,dwt___59,59,104,0.06078,17,0.74804,5,1,11,135
26,dwt___59,59,104,0.06078,18,0.85165,5,1,11,135
27,dwt___59,59,104,0.06078,18,0.80068,5,1,11,135
28,dwt___59,59,104,0.06078,18,0.87679,5,1,11,135
29,dwt___59,59,104,0.06078,18,0.95096,5,1,11,135
30,dwt___59,59,104,0.06078,17,0.84686,5,1,11,135
