trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,bcsstk03,112,264,0.04247,19,3.64698,5,3,11,135
2,bcsstk03,112,264,0.04247,19,3.53633,5,3,11,135
3,bcsstk03,112,264,0.04247,18,3.56187,5,3,11,135
4,bcsstk03,112,264,0.04247,17,6.07024,5,3,11,135
5,bcsstk03,112,264,0.04247,18,4.82047,5,3,11,135
6,bcsstk03,112,264,0.04247,17,5.55441,5,3,11,135
7,bcsstk03,112,264,0.04247,19,4.41925,5,3,11,135
8,bcsstk03,112,264,0.04247,19,3.73214,5,3,11,135
9,bcsstk03,112,264,0.04247,19,3.96717,5,3,11,135
10,bcsstk03,112,264,0.04247,19,3.48093,5,3,11,135
11,bcsstk03,112,264,0.04247,19,3.39524,5,3,11,135
12,bcsstk03,112,264,0.04247,19,3.18043,5,3,11,135
13,bcsstk03,112,264,0.04247,20,3.25522,5,3,11,135
14,bcsstk03,112,264,0.04247,18,5.65522,5,3,11,135
15,bcsstk03,112,264,0.04247,18,6.31962,5,3,11,135
16,bcsstk03,112,264,0.04247,19,3.22965,5,3,11,135
17,bcsstk03,112,264,0.04247,19,3.33881,5,3,11,135
18,bcsstk03,112,264,0.04247,19,3.97464,5,3,11,135
19,bcsstk03,112,264,0.04247,18,5.92609,5,3,11,135
20,bcsstk03,112,264,0.04247,19,3.16340,5,3,11,135
21,bcsstk03,112,264,0.04247,19,3.46413,5,3,11,135
22,bcsstk03,112,264,0.04247,19,4.84538,5,3,11,135
23,bcsstk03,112,264,0.04247,19,3.71548,5,3,11,135
24,bcsstk03,112,264,0.04247,19,5.91357,5,3,11,135
25,bcsstk03,112,264,0.04247,19,6.32471,5,3,11,135
26,bcsstk03,112,264,0.04247,19,4.78283,5,3,11,135
27,bcsstk03,112,264,0.04247,18,4.16734,5,3,11,135
28,bcsstk03,112,264,0.04247,19,3.06101,5,3,11,135
29,bcsstk03,112,264,0.04247,19,3.40390,5,3,11,135
30,bcsstk03,112,264,0.04247,18,6.96861,5,3,11,135
