trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,scen06,200,1322,0.06643,96,76.37337,44,1,89,85272
2,scen06,200,1322,0.06643,97,86.41275,44,1,89,85272
3,scen06,200,1322,0.06643,97,114.18022,44,1,89,85272
4,scen06,200,1322,0.06643,95,141.48941,44,1,89,85272
5,scen06,200,1322,0.06643,97,166.37810,44,1,89,85272
6,scen06,200,1322,0.06643,96,125.71267,44,1,89,85272
7,scen06,200,1322,0.06643,97,97.04404,44,1,89,85272
8,scen06,200,1322,0.06643,94,140.40724,44,1,89,85272
9,scen06,200,1322,0.06643,97,86.19780,44,1,89,85272
10,scen06,200,1322,0.06643,98,89.74904,44,1,89,85272
11,scen06,200,1322,0.06643,99,84.99093,44,1,89,85272
12,scen06,200,1322,0.06643,96,148.82247,44,1,89,85272
13,scen06,200,1322,0.06643,94,154.58172,44,1,89,85272
14,scen06,200,1322,0.06643,98,84.20412,44,1,89,85272
15,scen06,200,1322,0.06643,96,219.07194,44,1,89,85272
16,scen06,200,1322,0.06643,98,197.20230,44,1,89,85272
17,scen06,200,1322,0.06643,96,130.92690,44,1,89,85272
18,scen06,200,1322,0.06643,95,156.90159,44,1,89,85272
19,scen06,200,1322,0.06643,96,111.26878,44,1,89,85272
20,scen06,200,1322,0.06643,96,111.84363,44,1,89,85272
21,scen06,200,1322,0.06643,96,82.43585,44,1,89,85272
22,scen06,200,1322,0.06643,95,114.16409,44,1,89,85272
23,scen06,200,1322,0.06643,99,128.70407,44,1,89,85272
24,scen06,200,1322,0.06643,97,125.47591,44,1,89,85272
25,scen06,200,1322,0.06643,97,90.30819,44,1,89,85272
26,scen06,200,1322,0.06643,95,110.90739,44,1,89,85272
27,scen06,200,1322,0.06643,95,247.46032,44,1,89,85272
28,scen06,200,1322,0.06643,98,100.32067,44,1,89,85272
29,scen06,200,1322,0.06643,97,95.28299,44,1,89,85272
30,scen06,200,1322,0.06643,96,98.58317,44,1,89,85272
