trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,r250.1,250,867,0.02786,40,85.93643,13,1,27,2223
2,r250.1,250,867,0.02786,39,72.90336,13,1,27,2223
3,r250.1,250,867,0.02786,40,49.57536,13,1,27,2223
4,r250.1,250,867,0.02786,40,49.57814,13,1,27,2223
5,r250.1,250,867,0.02786,40,47.80659,13,1,27,2223
6,r250.1,250,867,0.02786,39,54.00339,13,1,27,2223
7,r250.1,250,867,0.02786,40,54.10805,13,1,27,2223
8,r250.1,250,867,0.02786,40,47.33003,13,1,27,2223
9,r250.1,250,867,0.02786,39,51.16877,13,1,27,2223
10,r250.1,250,867,0.02786,40,62.36219,13,1,27,2223
11,r250.1,250,867,0.02786,41,44.08399,13,1,27,2223
12,r250.1,250,867,0.02786,39,72.01461,13,1,27,2223
13,r250.1,250,867,0.02786,39,74.31717,13,1,27,2223
14,r250.1,250,867,0.02786,40,55.79326,13,1,27,2223
15,r250.1,250,867,0.02786,40,45.81656,13,1,27,2223
16,r250.1,250,867,0.02786,40,50.75598,13,1,27,2223
17,r250.1,250,867,0.02786,40,50.01215,13,1,27,2223
18,r250.1,250,867,0.02786,40,51.90271,13,1,27,2223
19,r250.1,250,867,0.02786,39,53.89474,13,1,27,2223
20,r250.1,250,867,0.02786,40,46.52684,13,1,27,2223
21,r250.1,250,867,0.02786,40,71.75856,13,1,27,2223
22,r250.1,250,867,0.02786,40,48.58271,13,1,27,2223
23,r250.1,250,867,0.02786,39,70.50535,13,1,27,2223
24,r250.1,250,867,0.02786,41,44.25008,13,1,27,2223
25,r250.1,250,867,0.02786,39,42.69325,13,1,27,2223
26,r250.1,250,867,0.02786,41,44.17853,13,1,27,2223
27,r250.1,250,867,0.02786,39,48.10155,13,1,27,2223
28,r250.1,250,867,0.02786,40,60.50991,13,1,27,2223
29,r250.1,250,867,0.02786,39,61.20732,13,1,27,2223
30,r250.1,250,867,0.02786,40,47.87538,13,1,27,2223
