trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_18x18,324,612,0.01170,19,22.10756,4,2,9,72
2,grid_18x18,324,612,0.01170,18,21.53758,4,2,9,72
3,grid_18x18,324,612,0.01170,19,24.41625,4,2,9,72
4,grid_18x18,324,612,0.01170,19,45.72349,4,2,9,72
5,grid_18x18,324,612,0.01170,17,71.51510,4,2,9,72
6,grid_18x18,324,612,0.01170,20,26.84334,4,2,9,72
7,grid_18x18,324,612,0.01170,19,34.53241,4,2,9,72
8,grid_18x18,324,612,0.01170,19,35.95260,4,2,9,72
9,grid_18x18,324,612,0.01170,19,38.20932,4,2,9,72
10,grid_18x18,324,612,0.01170,19,34.27123,4,2,9,72
11,grid_18x18,324,612,0.01170,19,33.50413,4,2,9,72
12,grid_18x18,324,612,0.01170,19,34.33146,4,2,9,72
13,grid_18x18,324,612,0.01170,18,66.45635,4,2,9,72
14,grid_18x18,324,612,0.01170,19,36.68408,4,2,9,72
15,grid_18x18,324,612,0.01170,19,46.58612,4,2,9,72
16,grid_18x18,324,612,0.01170,18,45.28243,4,2,9,72
17,grid_18x18,324,612,0.01170,19,56.54778,4,2,9,72
18,grid_18x18,324,612,0.01170,20,51.38325,4,2,9,72
19,grid_18x18,324,612,0.01170,19,37.75640,4,2,9,72
20,grid_18x18,324,612,0.01170,18,51.37029,4,2,9,72
21,grid_18x18,324,612,0.01170,18,36.88593,4,2,9,72
22,grid_18x18,324,612,0.01170,19,35.84429,4,2,9,72
23,grid_18x18,324,612,0.01170,18,42.65865,4,2,9,72
24,grid_18x18,324,612,0.01170,19,33.79586,4,2,9,72
25,grid_18x18,324,612,0.01170,19,36.12947,4,2,9,72
26,grid_18x18,324,612,0.01170,20,34.19515,4,2,9,72
27,grid_18x18,324,612,0.01170,19,38.54608,4,2,9,72
28,grid_18x18,324,612,0.01170,18,55.99331,4,2,9,72
29,grid_18x18,324,612,0.01170,19,35.45103,4,2,9,72
30,grid_18x18,324,612,0.01170,19,36.43746,4,2,9,72
