trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_7x7,49,84,0.07143,15,0.25887,4,2,9,72
2,grid_7x7,49,84,0.07143,15,0.22958,4,2,9,72
3,grid_7x7,49,84,0.07143,15,0.24277,4,2,9,72
4,grid_7x7,49,84,0.07143,15,0.38396,4,2,9,72
5,grid_7x7,49,84,0.07143,16,0.26332,4,2,9,72
6,grid_7x7,49,84,0.07143,15,0.32883,4,2,9,72
7,grid_7x7,49,84,0.07143,15,0.28856,4,2,9,72
8,grid_7x7,49,84,0.07143,14,0.36678,4,2,9,72
9,grid_7x7,49,84,0.07143,15,0.27374,4,2,9,72
10,grid_7x7,49,84,0.07143,14,0.23727,4,2,9,72
11,grid_7x7,49,84,0.07143,16,0.25786,4,2,9,72
12,grid_7x7,49,84,0.07143,15,0.25130,4,2,9,72
13,grid_7x7,49,84,0.07143,15,0.23477,4,2,9,72
14,grid_7x7,49,84,0.07143,15,0.26316,4,2,9,72
15,grid_7x7,49,84,0.07143,13,0.26200,4,2,9,72
16,grid_7x7,49,84,0.07143,16,0.24224,4,2,9,72
17,grid_7x7,49,84,0.07143,15,0.25939,4,2,9,72
18,grid_7x7,49,84,0.07143,15,0.28711,4,2,9,72
19,grid_7x7,49,84,0.07143,14,0.48261,4,2,9,72
20,grid_7x7,49,84,0.07143,15,0.34376,4,2,9,72
21,grid_7x7,49,84,0.07143,15,0.25328,4,2,9,72
22,grid_7x7,49,84,0.07143,15,0.31207,4,2,9,72
23,grid_7x7,49,84,0.07143,14,0.50407,4,2,9,72
24,grid_7x7,49,84,0.07143,15,0.27341,4,2,9,72
25,grid_7x7,49,84,0.07143,15,0.22631,4,2,9,72
26,grid_7x7,49,84,0.07143,14,0.29339,4,2,9,72
27,grid_7x7,49,84,0.07143,15,0.22972,4,2,9,72
28,grid_7x7,49,84,0.07143,15,0.42032,4,2,9,72
29,grid_7x7,49,84,0.07143,15,0.29730,4,2,9,72
30,grid_7x7,49,84,0.07143,15,0.22477,4,2,9,72
