trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_10x11,110,199,0.03319,16,2.01609,4,2,9,72
2,grid_10x11,110,199,0.03319,16,1.99637,4,2,9,72
3,grid_10x11,110,199,0.03319,16,1.78652,4,2,9,72
4,grid_10x11,110,199,0.03319,17,1.48064,4,2,9,72
5,grid_10x11,110,199,0.03319,16,1.56593,4,2,9,72
6,grid_10x11,110,199,0.03319,17,1.81001,4,2,9,72
7,grid_10x11,110,199,0.03319,16,3.39600,4,2,9,72
8,grid_10x11,110,199,0.03319,17,1.63536,4,2,9,72
9,grid_10x11,110,199,0.03319,17,1.63723,4,2,9,72
10,grid_10x11,110,199,0.03319,17,1.71657,4,2,9,72
11,grid_10x11,110,199,0.03319,18,1.59349,4,2,9,72
12,grid_10x11,110,199,0.03319,17,1.66858,4,2,9,72
13,grid_10x11,110,199,0.03319,16,1.86802,4,2,9,72
14,grid_10x11,110,199,0.03319,17,1.50441,4,2,9,72
15,grid_10x11,110,199,0.03319,16,2.95398,4,2,9,72
16,grid_10x11,110,199,0.03319,17,1.47547,4,2,9,72
17,grid_10x11,110,199,0.03319,17,1.42459,4,2,9,72
18,grid_10x11,110,199,0.03319,17,1.53663,4,2,9,72
19,grid_10x11,110,199,0.03319,15,2.76254,4,2,9,72
20,grid_10x11,110,199,0.03319,17,1.40522,4,2,9,72
21,grid_10x11,110,199,0.03319,17,1.53246,4,2,9,72
22,grid_10x11,110,199,0.03319,16,2.45888,4,2,9,72
23,grid_10x11,110,199,0.03319,16,1.99155,4,2,9,72
24,grid_10x11,110,199,0.03319,17,1.61678,4,2,9,72
25,grid_10x11,110,199,0.03319,17,1.81890,4,2,9,72
26,grid_10x11,110,199,0.03319,17,1.44609,4,2,9,72
27,grid_10x11,110,199,0.03319,16,1.64999,4,2,9,72
28,grid_10x11,110,199,0.03319,17,1.65124,4,2,9,72
29,grid_10x11,110,199,0.03319,16,2.08110,4,2,9,72
30,grid_10x11,110,199,0.03319,16,2.04700,4,2,9,72
