trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_19x19,361,684,0.01053,19,53.35476,4,2,9,72
2,grid_19x19,361,684,0.01053,18,42.54566,4,2,9,72
3,grid_19x19,361,684,0.01053,18,82.71326,4,2,9,72
4,grid_19x19,361,684,0.01053,19,83.58539,4,2,9,72
5,grid_19x19,361,684,0.01053,18,51.13834,4,2,9,72
6,grid_19x19,361,684,0.01053,19,75.25701,4,2,9,72
7,grid_19x19,361,684,0.01053,19,53.99792,4,2,9,72
8,grid_19x19,361,684,0.01053,19,47.12305,4,2,9,72
9,grid_19x19,361,684,0.01053,18,67.85334,4,2,9,72
10,grid_19x19,361,684,0.01053,19,64.48162,4,2,9,72
11,grid_19x19,361,684,0.01053,19,41.05469,4,2,9,72
12,grid_19x19,361,684,0.01053,18,80.05138,4,2,9,72
13,grid_19x19,361,684,0.01053,18,56.43199,4,2,9,72
14,grid_19x19,361,684,0.01053,19,45.07963,4,2,9,72
15,grid_19x19,361,684,0.01053,20,48.23007,4,2,9,72
16,grid_19x19,361,684,0.01053,19,43.37082,4,2,9,72
17,grid_19x19,361,684,0.01053,19,77.36349,4,2,9,72
18,grid_19x19,361,684,0.01053,19,45.68653,4,2,9,72
19,grid_19x19,361,684,0.01053,20,42.17325,4,2,9,72
20,grid_19x19,361,684,0.01053,19,45.34678,4,2,9,72
21,grid_19x19,361,684,0.01053,19,81.66861,4,2,9,72
22,grid_19x19,361,684,0.01053,19,73.81838,4,2,9,72
23,grid_19x19,361,684,0.01053,19,47.64693,4,2,9,72
24,grid_19x19,361,684,0.01053,19,42.10341,4,2,9,72
25,grid_19x19,361,684,0.01053,20,27.82449,4,2,9,72
26,grid_19x19,361,684,0.01053,20,20.38110,4,2,9,72
27,grid_19x19,361,684,0.01053,19,19.04519,4,2,9,72
28,grid_19x19,361,684,0.01053,18,19.97807,4,2,9,72
29,grid_19x19,361,684,0.01053,19,19.17504,4,2,9,72
30,grid_19x19,361,684,0.01053,19,16.04635,4,2,9,72
