trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_13x14,182,337,0.02046,19,5.09670,4,2,9,72
2,grid_13x14,182,337,0.02046,17,10.50022,4,2,9,72
3,grid_13x14,182,337,0.02046,18,5.06260,4,2,9,72
4,grid_13x14,182,337,0.02046,17,7.09667,4,2,9,72
5,grid_13x14,182,337,0.02046,17,4.77753,4,2,9,72
6,grid_13x14,182,337,0.02046,17,6.10877,4,2,9,72
7,grid_13x14,182,337,0.02046,18,9.22099,4,2,9,72
8,grid_13x14,182,337,0.02046,17,4.52997,4,2,9,72
9,grid_13x14,182,337,0.02046,17,5.01918,4,2,9,72
10,grid_13x14,182,337,0.02046,18,4.80223,4,2,9,72
11,grid_13x14,182,337,0.02046,17,6.41378,4,2,9,72
12,grid_13x14,182,337,0.02046,18,5.49320,4,2,9,72
13,grid_13x14,182,337,0.02046,17,4.81076,4,2,9,72
14,grid_13x14,182,337,0.02046,17,8.12329,4,2,9,72
15,grid_13x14,182,337,0.02046,17,7.08255,4,2,9,72
16,grid_13x14,182,337,0.02046,18,5.16099,4,2,9,72
17,grid_13x14,182,337,0.02046,18,5.12793,4,2,9,72
18,grid_13x14,182,337,0.02046,17,6.39563,4,2,9,72
19,grid_13x14,182,337,0.02046,17,5.05995,4,2,9,72
20,grid_13x14,182,337,0.02046,16,6.75234,4,2,9,72
21,grid_13x14,182,337,0.02046,18,5.33079,4,2,9,72
22,grid_13x14,182,337,0.02046,19,5.27394,4,2,9,72
23,grid_13x14,182,337,0.02046,18,5.63633,4,2,9,72
24,grid_13x14,182,337,0.02046,17,7.41866,4,2,9,72
25,grid_13x14,182,337,0.02046,18,8.48555,4,2,9,72
26,grid_13x14,182,337,0.02046,18,5.49138,4,2,9,72
27,grid_13x14,182,337,0.02046,17,5.59831,4,2,9,72
28,grid_13x14,182,337,0.02046,18,6.71090,4,2,9,72
29,grid_13x14,182,337,0.02046,19,5.88894,4,2,9,72
30,grid_13x14,182,337,0.02046,18,9.81274,4,2,9,72
