trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_14x15,210,391,0.01782,18,8.52688,4,2,9,72
2,grid_14x15,210,391,0.01782,18,6.67879,4,2,9,72
3,grid_14x15,210,391,0.01782,17,10.56568,4,2,9,72
4,grid_14x15,210,391,0.01782,16,15.45065,4,2,9,72
5,grid_14x15,210,391,0.01782,17,15.82082,4,2,9,72
6,grid_14x15,210,391,0.01782,18,7.48736,4,2,9,72
7,grid_14x15,210,391,0.01782,18,9.43415,4,2,9,72
8,grid_14x15,210,391,0.01782,18,9.01705,4,2,9,72
9,grid_14x15,210,391,0.01782,17,13.83817,4,2,9,72
10,grid_14x15,210,391,0.01782,18,9.31643,4,2,9,72
11,grid_14x15,210,391,0.01782,19,7.47775,4,2,9,72
12,grid_14x15,210,391,0.01782,18,12.32221,4,2,9,72
13,grid_14x15,210,391,0.01782,18,13.04002,4,2,9,72
14,grid_14x15,210,391,0.01782,17,16.08458,4,2,9,72
15,grid_14x15,210,391,0.01782,18,8.79228,4,2,9,72
16,grid_14x15,210,391,0.01782,19,9.75327,4,2,9,72
17,grid_14x15,210,391,0.01782,18,9.76471,4,2,9,72
18,grid_14x15,210,391,0.01782,17,18.03577,4,2,9,72
19,grid_14x15,210,391,0.01782,17,19.29473,4,2,9,72
20,grid_14x15,210,391,0.01782,17,19.41658,4,2,9,72
21,grid_14x15,210,391,0.01782,18,13.50039,4,2,9,72
22,grid_14x15,210,391,0.01782,19,9.72759,4,2,9,72
23,grid_14x15,210,391,0.01782,17,11.25713,4,2,9,72
24,grid_14x15,210,391,0.01782,17,16.68604,4,2,9,72
25,grid_14x15,210,391,0.01782,18,11.01263,4,2,9,72
26,grid_14x15,210,391,0.01782,17,13.16028,4,2,9,72
27,grid_14x15,210,391,0.01782,18,8.09868,4,2,9,72
28,grid_14x15,210,391,0.01782,18,8.41316,4,2,9,72
29,grid_14x15,210,391,0.01782,17,8.69416,4,2,9,72
30,grid_14x15,210,391,0.01782,18,8.41310,4,2,9,72
