trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_11x12,132,241,0.02787,17,4.34235,4,2,9,72
2,grid_11x12,132,241,0.02787,16,2.75953,4,2,9,72
3,grid_11x12,132,241,0.02787,17,2.41421,4,2,9,72
4,grid_11x12,132,241,0.02787,16,3.25319,4,2,9,72
5,grid_11x12,132,241,0.02787,16,2.82900,4,2,9,72
6,grid_11x12,132,241,0.02787,17,2.39184,4,2,9,72
7,grid_11x12,132,241,0.02787,17,2.53073,4,2,9,72
8,grid_11x12,132,241,0.02787,17,2.28418,4,2,9,72
9,grid_11x12,132,241,0.02787,17,2.81870,4,2,9,72
10,grid_11x12,132,241,0.02787,17,2.71102,4,2,9,72
11,grid_11x12,132,241,0.02787,16,4.22669,4,2,9,72
12,grid_11x12,132,241,0.02787,17,2.15643,4,2,9,72
13,grid_11x12,132,241,0.02787,17,2.22566,4,2,9,72
14,grid_11x12,132,241,0.02787,16,2.58198,4,2,9,72
15,grid_11x12,132,241,0.02787,16,2.67699,4,2,9,72
16,grid_11x12,132,241,0.02787,16,2.67574,4,2,9,72
17,grid_11x12,132,241,0.02787,17,2.38002,4,2,9,72
18,grid_11x12,132,241,0.02787,17,2.40589,4,2,9,72
19,grid_11x12,132,241,0.02787,17,2.76212,4,2,9,72
20,grid_11x12,132,241,0.02787,17,3.64409,4,2,9,72
21,grid_11x12,132,241,0.02787,17,2.18433,4,2,9,72
22,grid_11x12,132,241,0.02787,17,2.21452,4,2,9,72
23,grid_11x12,132,241,0.02787,17,2.75419,4,2,9,72
24,grid_11x12,132,241,0.02787,17,2.81095,4,2,9,72
25,grid_11x12,132,241,0.02787,17,2.92015,4,2,9,72
26,grid_11x12,132,241,0.02787,16,3.25373,4,2,9,72
27,grid_11x12,132,241,0.02787,17,2.25002,4,2,9,72
28,grid_11x12,132,241,0.02787,16,2.52753,4,2,9,72
29,grid_11x12,132,241,0.02787,17,2.64288,4,2,9,72
30,grid_11x12,132,241,0.02787,18,3.99242,4,2,9,72
