trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_12x13,156,287,0.02374,17,4.38183,4,2,9,72
2,grid_12x13,156,287,0.02374,17,4.94515,4,2,9,72
3,grid_12x13,156,287,0.02374,16,3.82317,4,2,9,72
4,grid_12x13,156,287,0.02374,17,3.37243,4,2,9,72
5,grid_12x13,156,287,0.02374,17,3.48564,4,2,9,72
6,grid_12x13,156,287,0.02374,18,3.39175,4,2,9,72
7,grid_12x13,156,287,0.02374,17,3.50853,4,2,9,72
8,grid_12x13,156,287,0.02374,17,3.74317,4,2,9,72
9,grid_12x13,156,287,0.02374,17,3.59500,4,2,9,72
10,grid_12x13,156,287,0.02374,18,3.16679,4,2,9,72
11,grid_12x13,156,287,0.02374,18,3.94983,4,2,9,72
12,grid_12x13,156,287,0.02374,18,4.37893,4,2,9,72
13,grid_12x13,156,287,0.02374,17,5.84678,4,2,9,72
14,grid_12x13,156,287,0.02374,17,3.48656,4,2,9,72
15,grid_12x13,156,287,0.02374,17,3.64004,4,2,9,72
16,grid_12x13,156,287,0.02374,17,3.64556,4,2,9,72
17,grid_12x13,156,287,0.02374,17,3.58152,4,2,9,72
18,grid_12x13,156,287,0.02374,17,5.20976,4,2,9,72
19,grid_12x13,156,287,0.02374,17,5.10581,4,2,9,72
20,grid_12x13,156,287,0.02374,18,3.13022,4,2,9,72
21,grid_12x13,156,287,0.02374,17,5.15411,4,2,9,72
22,grid_12x13,156,287,0.02374,18,3.82907,4,2,9,72
23,grid_12x13,156,287,0.02374,18,3.26065,4,2,9,72
24,grid_12x13,156,287,0.02374,17,3.61573,4,2,9,72
25,grid_12x13,156,287,0.02374,18,4.05592,4,2,9,72
26,grid_12x13,156,287,0.02374,16,5.18874,4,2,9,72
27,grid_12x13,156,287,0.02374,18,3.58059,4,2,9,72
28,grid_12x13,156,287,0.02374,16,7.07536,4,2,9,72
29,grid_12x13,156,287,0.02374,17,3.66482,4,2,9,72
30,grid_12x13,156,287,0.02374,17,3.88245,4,2,9,72
