trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_17x18,306,577,0.01236,19,22.63903,4,2,9,72
2,grid_17x18,306,577,0.01236,19,18.40598,4,2,9,72
3,grid_17x18,306,577,0.01236,19,18.17277,4,2,9,72
4,grid_17x18,306,577,0.01236,18,31.69139,4,2,9,72
5,grid_17x18,306,577,0.01236,18,31.18670,4,2,9,72
6,grid_17x18,306,577,0.01236,18,32.69351,4,2,9,72
7,grid_17x18,306,577,0.01236,18,40.54145,4,2,9,72
8,grid_17x18,306,577,0.01236,19,33.91015,4,2,9,72
9,grid_17x18,306,577,0.01236,18,35.93588,4,2,9,72
10,grid_17x18,306,577,0.01236,18,29.58218,4,2,9,72
11,grid_17x18,306,577,0.01236,18,46.36784,4,2,9,72
12,grid_17x18,306,577,0.01236,18,34.82136,4,2,9,72
13,grid_17x18,306,577,0.01236,19,34.48171,4,2,9,72
14,grid_17x18,306,577,0.01236,19,29.53842,4,2,9,72
15,grid_17x18,306,577,0.01236,18,56.87703,4,2,9,72
16,grid_17x18,306,577,0.01236,18,39.74781,4,2,9,72
17,grid_17x18,306,577,0.01236,19,35.86637,4,2,9,72
18,grid_17x18,306,577,0.01236,19,34.16512,4,2,9,72
19,grid_17x18,306,577,0.01236,20,31.15705,4,2,9,72
20,grid_17x18,306,577,0.01236,19,36.57728,4,2,9,72
21,grid_17x18,306,577,0.01236,18,62.44524,4,2,9,72
22,grid_17x18,306,577,0.01236,18,38.95537,4,2,9,72
23,grid_17x18,306,577,0.01236,20,32.44613,4,2,9,72
24,grid_17x18,306,577,0.01236,20,33.38567,4,2,9,72
25,grid_17x18,306,577,0.01236,18,35.53258,4,2,9,72
26,grid_17x18,306,577,0.01236,19,34.40762,4,2,9,72
27,grid_17x18,306,577,0.01236,17,54.68790,4,2,9,72
28,grid_17x18,306,577,0.01236,18,31.46914,4,2,9,72
29,grid_17x18,306,577,0.01236,19,31.93433,4,2,9,72
30,grid_17x18,306,577,0.01236,19,31.34035,4,2,9,72
