trial,filename,order,size,density,fitness,time(seconds),Max_degree,Min_Degree,LB,UB
1,grid_8x9,72,127,0.04969,16,0.84133,4,2,9,72
2,grid_8x9,72,127,0.04969,17,0.56576,4,2,9,72
3,grid_8x9,72,127,0.04969,15,0.75897,4,2,9,72
4,grid_8x9,72,127,0.04969,16,0.60501,4,2,9,72
5,grid_8x9,72,127,0.04969,16,1.04505,4,2,9,72
6,grid_8x9,72,127,0.04969,15,0.78284,4,2,9,72
7,grid_8x9,72,127,0.04969,15,0.86052,4,2,9,72
8,grid_8x9,72,127,0.04969,16,0.54243,4,2,9,72
9,grid_8x9,72,127,0.04969,16,0.77262,4,2,9,72
10,grid_8x9,72,127,0.04969,15,0.66921,4,2,9,72
11,grid_8x9,72,127,0.04969,16,0.84790,4,2,9,72
12,grid_8x9,72,127,0.04969,16,0.59363,4,2,9,72
13,grid_8x9,72,127,0.04969,16,0.74388,4,2,9,72
14,grid_8x9,72,127,0.04969,16,0.78221,4,2,9,72
15,grid_8x9,72,127,0.04969,15,1.12423,4,2,9,72
16,grid_8x9,72,127,0.04969,15,1.15747,4,2,9,72
17,grid_8x9,72,127,0.04969,16,0.94264,4,2,9,72
18,grid_8x9,72,127,0.04969,15,0.55740,4,2,9,72
19,grid_8x9,72,127,0.04969,16,0.64946,4,2,9,72
20,grid_8x9,72,127,0.04969,16,0.53864,4,2,9,72
21,grid_8x9,72,127,0.04969,16,0.65599,4,2,9,72
22,grid_8x9,72,127,0.04969,16,0.58021,4,2,9,72
23,grid_8x9,72,127,0.04969,15,0.62100,4,2,9,72
24,grid_8x9,72,127,0.04969,15,0.97605,4,2,9,72
25,grid_8x9,72,127,0.04969,15,0.96069,4,2,9,72
26,grid_8x9,72,127,0.04969,14,1.17551,4,2,9,72
27,grid_8x9,72,127,0.04969,15,0.71753,4,2,9,72
28,grid_8x9,72,127,0.04969,15,0.62463,4,2,9,72
29,grid_8x9,72,127,0.04969,15,1.00317,4,2,9,72
30,grid_8x9,72,127,0.04969,15,0.75440,4,2,9,72
